MovieID,tmdbId,Genres,Title,overview,tagline
103,2045.0,Mystery|Sci-Fi|Thriller,Unforgettable (1996),"Seattle medical examiner David Krane is obsessed with solving his wife's murder. A possible solution presents itself in an experimental ""memory"" serum designed by a neurobiology professor, which has the ability to transfer memories from one person to another, but with potentially fatal consequences.",He loved her. He lost her. He won't let her memory die... until it tells him who killed her.
104,9614.0,Comedy,Happy Gilmore (1996),"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",He doesn't play golf... he destroys it.
105,688.0,Drama|Romance,"Bridges of Madison County, The (1995)",Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...
106,11907.0,Comedy|Drama,Nobody Loves Me (Keiner liebt mich) (1994),"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",
107,10874.0,Adventure|Children|Comedy|Musical,Muppet Treasure Island (1996),"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",Set sail for Muppet mayhem!
108,89333.0,Documentary,Catwalk (1996),"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.","The moment when fashion, art and entertainment come together with stunning force and beauty."
110,197.0,Action|Drama|War,Braveheart (1995),"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.","Every man dies, not every man truly lives."
111,103.0,Crime|Drama|Thriller,Taxi Driver (1976),A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,"On every street in every city, there's a nobody who dreams of being a somebody."
112,33542.0,Action|Adventure|Comedy|Crime,Rumble in the Bronx (Hont faan kui) (1995),"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",No Fear. No Stuntman. No Equal.
113,43566.0,Drama|Mystery,Before and After (1996),Two parents deal with the effects when their son is accused of murdering his girlfriend.,A murder. A suspect. A shadow of a doubt.
116,51352.0,Documentary,Anne Frank Remembered (1995),"Using previously unreleased archival material in addition to contemporary interviews, this Academy Award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.","She is perhaps Hitler's best known victim, but what was Anne Frank really like?"
117,16934.0,Crime|Drama,"Young Poisoner's Handbook, The (1995)","Graham Young is a teenage misfit living in suburban London in the 1960s. He hates his stepmother but loves chemistry, and the two impulses unite in a wicked plot to slowly poison her. After she dies, he's found guilty and sent to a psychiatric hospital, where an idealistic doctor thinks he can be cured.",Meet Graham. He's not your ordinary teenager.
118,10324.0,Comedy|Romance,If Lucy Fell (1996),"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",A comedy for the romantically challenged.
119,78406.0,Comedy,"Steal Big, Steal Little (1995)","Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",Two brothers. One fortune. Zero chance they'll share it.
121,32119.0,Drama,"Boys of St. Vincent, The (1992)","The true story of boys being sexually abused at their orphanage, run by a religious community in Newfoundland.",For more than fifteen years their story was shrouded in secrecy. Unveiled... it shocked the world.
122,11066.0,Comedy|Romance,Boomerang (1992),"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",A player who's about to be played.
123,11104.0,Drama|Mystery|Romance,Chungking Express (Chung Hing sam lam) (1994),"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.",What a difference a day makes.
125,2074.0,Comedy,Flirting With Disaster (1996),"Adopted as a child, new father Mel Colpin decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy, and an inept yet gorgeous adoption agent, Tina, he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents.","A comedy about sex, love, family and other accidents waiting to happen."
